epoch_ms,event_ts_ns,AX,AY,AZ,GX,GY,GZ,label,sessionID
1776114732447,1270012098802,1.4293385,1.6041151,8.856153,-0.0012217305,0.0,0.0,FALLS,d7806178e222
1776114732487,1270032301439,1.3335704,1.8315643,8.324639,-0.009773844,0.07696902,-0.087964594,FALLS,d7806178e222
1776114732498,1270052473558,1.292869,2.018312,7.608773,-0.41416663,-0.002443461,-0.059864793,FALLS,d7806178e222
1776114732537,1270072645677,1.163582,2.2026656,6.8162923,-0.7648033,-0.4654793,-0.1881465,FALLS,d7806178e222
1776114732540,1270092787278,0.90021986,2.1667526,5.995081,-1.0677924,-0.73548174,-0.16615535,FALLS,d7806178e222
1776114732561,1270112959398,3.323152,1.7381904,3.976769,-1.486846,-1.110553,-0.18692477,FALLS,d7806178e222
1776114732581,1270133131517,5.195418,1.7597382,3.5290532,-2.1734586,-0.98349303,-0.8002335,FALLS,d7806178e222
1776114732601,1270153303636,4.7644615,0.7589619,3.1842883,-2.7757716,-0.6792821,-1.6249015,FALLS,d7806178e222
1776114732621,1270173475755,3.8115692,-0.2753332,3.857059,-3.0946434,-0.32375857,-2.6267207,FALLS,d7806178e222
1776114732639,1270193647874,2.2697031,-2.291251,4.2185836,-3.1850514,-0.6401868,-1.7849482,FALLS,d7806178e222
1776114732660,1270213850511,3.8881836,-0.6512229,3.5984852,-2.2699752,-1.6896533,-2.1734586,FALLS,d7806178e222
1776114732679,1270234053148,5.5258174,0.6488287,2.858677,-1.9352211,-2.1820107,-2.42147,FALLS,d7806178e222
1776114732700,1270254225267,6.14831,1.055843,1.8914193,-2.4764478,-2.3554964,-2.6169467,FALLS,d7806178e222
1776114732713,1270274427903,7.357382,0.9600749,1.2449849,-3.4122932,-2.5644124,-3.0665436,FALLS,d7806178e222
1776114732733,1270294569505,8.702923,0.22505496,0.5386954,-4.356691,-2.9040534,-3.689626,FALLS,d7806178e222
1776114732748,1270314772142,10.761936,-0.51954174,0.22266077,-5.362175,-3.2461379,-4.1954226,FALLS,d7806178e222
1776114732769,1270334974778,13.807362,-1.2330139,-0.37110126,-6.3896503,-3.4513886,-4.7122145,FALLS,d7806178e222
1776114732804,1270355177415,17.087418,-2.597709,-1.4077905,-7.349931,-3.4611626,-5.0701814,FALLS,d7806178e222
1776114732810,1270375349534,20.733788,-4.292804,-2.7269957,-8.12573,-3.296229,-5.271767,FALLS,d7806178e222
1776114732835,1270395491136,23.975536,-6.217742,-4.247314,-8.797681,-2.7782152,-5.3609533,FALLS,d7806178e222
1776114732852,1270415663255,24.660278,-7.156269,-3.8355112,-9.235061,-1.8081611,-5.3914967,FALLS,d7806178e222
1776114732896,1270435835374,22.871809,-8.664616,-1.4437037,-9.160535,-1.0519099,-5.073847,FALLS,d7806178e222
1776114732898,1270456007493,20.937294,-11.080365,4.211401,-8.35908,-0.5216789,-4.636467,FALLS,d7806178e222
1776114732915,1270476179612,17.29332,-12.828133,2.372654,-5.877745,0.0036651916,-4.244292,FALLS,d7806178e222
1776114732954,1270496351732,12.756307,-10.491392,0.17717093,-2.5277603,0.47647488,-3.426954,FALLS,d7806178e222
1776114732956,1270516554368,9.938332,-6.931214,-0.06464344,0.41172317,0.2773328,-2.52043,FALLS,d7806178e222
1776114732998,1270536757005,10.120291,-4.757279,0.19393034,2.26631,-0.50701815,-1.6554449,FALLS,d7806178e222
1776114733000,1270556959642,11.839328,-3.6607344,-0.2777274,2.9810224,-1.2095132,-0.9260717,FALLS,d7806178e222
1776114733013,1270577162278,12.457031,-2.8682537,-0.4285621,2.951701,-1.128879,-0.54367006,FALLS,d7806178e222
1776114733097,1270597364915,11.300632,-2.2505496,0.18195933,2.3554964,-0.7281514,-0.41050145,FALLS,d7806178e222
1776114733099,1270617567552,9.835381,-2.0231004,0.78050977,1.2437216,-0.52412236,-0.45204028,FALLS,d7806178e222
1776114733102,1270637739671,8.662222,-2.3870192,1.127669,-0.07696902,-0.50823987,-0.6401868,FALLS,d7806178e222
1776114733103,1270657911790,7.5848308,-2.918532,1.1755531,-1.1960741,-0.49602258,-0.829555,FALLS,d7806178e222
1776114733125,1270678114427,6.5601125,-3.572149,1.1180922,-1.8118263,-0.35308012,-0.9737192,FALLS,d7806178e222
1776114733134,1270698286546,5.521029,-4.292804,1.1827357,-1.8863518,-0.18203785,-1.0348058,FALLS,d7806178e222
1776114733153,1270718489183,4.8458643,-4.522647,1.2737153,-1.3243558,-0.13805555,-0.9615019,FALLS,d7806178e222
1776114733173,1270738691819,4.584896,-4.4316673,1.1061212,-1.0555751,-0.16737708,-0.8857546,FALLS,d7806178e222
1776114733193,1270758894456,4.3981485,-4.1276035,0.8403648,-0.5180137,-0.16493362,-0.66950834,FALLS,d7806178e222
1776114733213,1270779097093,4.177882,-3.5697548,0.7254431,-0.087964594,-0.09773844,-0.3848451,FALLS,d7806178e222
1776114733235,1270799330247,4.0318356,-2.8754363,0.78769237,0.24801129,-0.14049901,0.111177474,FALLS,d7806178e222
1776114733254,1270819502366,4.3478703,-2.731784,0.9864111,0.344528,-0.204029,0.45814893,FALLS,d7806178e222
1776114733286,1270839674485,4.88896,-2.566584,1.3790601,0.39584067,-0.24190263,0.80756384,FALLS,d7806178e222
1776114733311,1270859877122,5.3342814,-2.468422,1.8315643,0.4605924,-0.18692477,1.1594223,FALLS,d7806178e222
1776114733315,1270880049241,6.2009826,-2.5785553,2.1260512,0.5876524,-0.12095132,1.4709635,FALLS,d7806178e222
1776114733336,1270900251878,6.9120603,-0.36631286,1.6424223,0.77213365,-0.014660766,1.6102408,FALLS,d7806178e222
1776114733356,1270920454515,6.471527,4.4963107,0.7326257,1.1704178,0.2919936,1.2253957,FALLS,d7806178e222
1776114733376,1270940657151,5.614403,3.904943,2.0374656,1.0091494,0.75502944,0.98349303,FALLS,d7806178e222
