# epoch_ms,event_ts_ns,AX,AY,AZ,GX,GY,GZ,label,sessionID
1776114011450,1504196800202011,0.36152446,-10.0508585,0.45250413,NaN,NaN,NaN,JERKING,293a8fcec658
1776114011458,1504196808287870,0.320823,-10.029311,0.5243302,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011466,1504196816282651,0.29209262,-10.0029745,0.5602432,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011474,1504196824304124,0.24660277,-10.000581,0.58418524,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011482,1504196832277059,0.22026655,-9.995792,0.60333884,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011490,1504196840270995,0.21787235,-9.97185,0.59136784,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011498,1504196848267007,0.19632454,-9.976639,0.581791,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011506,1504196856291249,0.19632454,-9.981427,0.5722142,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011514,1504196864287568,0.22266077,-10.029311,0.5530606,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011522,1504196872282426,0.23702596,-10.0029745,0.5434838,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011530,1504196880249746,0.25378537,-10.036493,0.50517654,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011538,1504196888274450,0.2681506,-10.04607,0.50757074,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011546,1504196896270078,0.31124622,-10.055647,0.51235914,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011554,1504196904290782,0.37828386,-10.053253,0.5291186,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011562,1504196912291948,0.46926352,-10.079589,0.557849,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011570,1504196920288575,0.5602432,-10.081984,0.62009823,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011578,1504196928308279,0.6655881,-10.060435,0.7086837,-0.050701816,-0.02443461,-0.0018325958,JERKING,293a8fcec658
1776114011586,1504196936278521,0.7134721,-10.0269165,0.78529817,-0.037873644,-0.18448131,0.14782938,JERKING,293a8fcec658
1776114011594,1504196944274457,0.7733272,-10.0269165,0.8690952,-0.030543262,-0.2443461,0.14110987,JERKING,293a8fcec658
1776114011602,1504196952325545,0.85473,-9.995792,0.90979666,-0.015882496,-0.30115658,0.13194689,JERKING,293a8fcec658
1776114011610,1504196960267788,0.8619126,-9.988609,0.91937345,0.009162978,-0.3652974,0.111177474,JERKING,293a8fcec658
1776114011618,1504196968291723,0.82360536,-9.993398,0.94331545,0.028099801,-0.40011674,0.093462385,JERKING,293a8fcec658
1776114011626,1504196976286812,0.80205756,-9.981427,0.94570965,0.045814894,-0.42271876,0.0720821,JERKING,293a8fcec658
1776114011634,1504196984282900,0.6943185,-10.007763,0.93134445,0.06352998,-0.43004912,0.05497787,JERKING,293a8fcec658
1776114011642,1504196992277374,0.62009823,-10.0029745,0.91937345,0.084910266,-0.42088616,0.028099801,JERKING,293a8fcec658
1776114011650,1504197000276078,0.5554548,-10.043676,0.8571242,0.09896017,-0.39461896,0.009162978,JERKING,293a8fcec658
1776114011658,1504197008268782,0.45250413,-10.077195,0.8283938,0.11362094,-0.3555236,-0.007941248,JERKING,293a8fcec658
1776114011666,1504197016265025,0.36391866,-10.120291,0.7445967,0.12339478,-0.30848694,-0.026267206,JERKING,293a8fcec658
1776114011674,1504197024316730,0.29688102,-10.156203,0.6895301,0.13255776,-0.25411993,-0.044593163,JERKING,293a8fcec658
1776114011682,1504197032286895,0.21068975,-10.19451,0.62009823,0.14172074,-0.1740966,-0.07147124,JERKING,293a8fcec658
1776114011690,1504197040283906,0.107739076,-10.218452,0.59376204,0.14782938,-0.10995574,-0.08979719,JERKING,293a8fcec658
1776114011698,1504197048279611,0.007182605,-10.225636,0.5434838,0.15271631,-0.05131268,-0.103847094,JERKING,293a8fcec658
1776114011706,1504197056426084,-0.11731588,-10.225636,0.47644615,0.15577064,0.0036651916,-0.11301007,JERKING,293a8fcec658
1776114011714,1504197064268866,-0.19153613,-10.206482,0.4165911,0.15760323,0.064751714,-0.116675265,JERKING,293a8fcec658
1776114011722,1504197072265416,-0.21547815,-10.158598,0.34237084,0.1563815,0.09590584,-0.10995574,JERKING,293a8fcec658
