# epoch_ms,event_ts_ns,AX,AY,AZ,GX,GY,GZ,label,sessionID
1776053523722,1161749093258103,-8.185776,1.2401965,5.461174,NaN,NaN,NaN,TONIC,adab55961344
1776053523730,1161749101342947,-8.212111,1.2401965,5.4659624,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523738,1161749109340790,-8.228871,1.2473791,5.4779334,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523746,1161749117335864,-8.267179,1.2210429,5.494693,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523754,1161749125330092,-8.298303,1.2162545,5.473145,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523762,1161749133327242,-8.341399,1.2042835,5.473145,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523770,1161749141322087,-8.336611,1.2210429,5.475539,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523778,1161749149349084,-8.312668,1.2042835,5.449203,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523786,1161749157343542,-8.248025,1.1994951,5.434838,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523794,1161749165339616,-8.209718,1.1779473,5.4324436,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523802,1161749173333998,-8.185776,1.1899183,5.4180784,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523810,1161749181330996,-8.169016,1.1875241,5.41329,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523818,1161749189325147,-8.212111,1.1683705,5.439626,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523826,1161749197321990,-8.209718,1.1827357,5.449203,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523834,1161749205346372,-8.228871,1.1851299,5.4683566,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523842,1161749213342677,-8.255207,1.2258313,5.415684,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523850,1161749221341136,-8.264784,1.2473791,5.379771,-0.002443461,-0.017715093,0.004886922,TONIC,adab55961344
1776053523858,1161749229335210,-8.250419,1.3072342,5.363012,0.02076942,0.0030543262,-0.002443461,TONIC,adab55961344
1776053523866,1161749237329976,-8.271967,1.3599066,5.363012,0.02443461,0.0018325958,-0.01038471,TONIC,adab55961344
1776053523874,1161749245324742,-8.384495,1.3479356,5.3606176,0.026267206,0.0036651916,-0.018936822,TONIC,adab55961344
1776053523882,1161749253322894,-8.437167,1.3263878,5.3318872,0.032375857,0.0018325958,-0.017715093,TONIC,adab55961344
1776053523890,1161749261346660,-8.485051,1.2641385,5.305551,0.03481932,-0.0018325958,-0.016493361,TONIC,adab55961344
1776053523898,1161749269343811,-8.499416,1.2617443,5.269638,0.034208454,-0.015271631,-0.015271631,TONIC,adab55961344
1776053523906,1161749277340116,-8.535329,1.2497733,5.255273,0.031154128,-0.02321288,-0.013439035,TONIC,adab55961344
1776053523914,1161749285333421,-8.5473,1.2761095,5.231331,0.027488936,-0.029932396,-0.012217305,TONIC,adab55961344
1776053523922,1161749293329034,-8.492233,1.2808979,5.2385135,0.021380283,-0.029321533,-0.01038471,TONIC,adab55961344
1776053523930,1161749301326262,-8.451532,1.3000516,5.2600613,0.018325957,-0.027488936,-0.007330383,TONIC,adab55961344
1776053523938,1161749309350643,-8.401254,1.292869,5.3223104,0.016493361,-0.023823744,-0.007330383,TONIC,adab55961344
1776053523946,1161749317348102,-8.310274,1.2880806,5.353435,0.015271631,-0.021991149,-0.007941248,TONIC,adab55961344
1776053523954,1161749325341946,-8.274361,1.340753,5.3558292,0.014660766,-0.019547688,-0.0061086523,TONIC,adab55961344
1776053523962,1161749333339559,-8.192958,1.3431472,5.363012,0.01038471,-0.02565634,-0.008552114,TONIC,adab55961344
1776053523970,1161749341333017,-8.192958,1.3623008,5.3845596,0.007941248,-0.031154128,-0.010995574,TONIC,adab55961344
1776053523978,1161749349330322,-8.23366,1.3359646,5.391742,0.0036651916,-0.034208454,-0.01160644,TONIC,adab55961344
1776053523986,1161749357327242,-8.255207,1.316811,5.41329,6.1086525E-4,-0.03604105,-0.013439035,TONIC,adab55961344
1776053523994,1161749365350855,-8.3390045,1.2856863,5.451597,0.0030543262,-0.037873644,-0.01160644,TONIC,adab55961344
1776053524002,1161749373346314,-8.341399,1.2689269,5.4444146,0.009773844,-0.03604105,-0.007941248,TONIC,adab55961344
1776053524010,1161749381341619,-8.377312,1.2378023,5.4204726,0.013439035,-0.032375857,-0.005497787,TONIC,adab55961344
1776053524018,1161749389337385,-8.35337,1.2401965,5.4061074,0.017715093,-0.027488936,-0.002443461,TONIC,adab55961344
1776053524026,1161749397333997,-8.35337,1.2617443,5.3965306,0.020158553,-0.02443461,-0.0018325958,TONIC,adab55961344
1776053524034,1161749405328765,-8.336611,1.2497733,5.386954,0.017715093,-0.018325957,-0.0012217305,TONIC,adab55961344
1776053524042,1161749413325608,-8.350976,1.2497733,5.374983,0.014660766,-0.015271631,0.0,TONIC,adab55961344
1776053524050,1161749421321374,-8.331821,1.2378023,5.379771,0.01038471,-0.014660766,0.002443461,TONIC,adab55961344
1776053524058,1161749429345371,-8.291121,1.2282255,5.374983,0.004886922,-0.015882496,0.002443461,TONIC,adab55961344
1776053524066,1161749437342599,-8.271967,1.2449849,5.391742,0.0018325958,-0.017715093,0.0012217305,TONIC,adab55961344
1776053524074,1161749445338904,-8.226477,1.2354081,5.41329,-0.007330383,-0.021991149,-0.0018325958,TONIC,adab55961344
1776053524082,1161749453332978,-8.224083,1.2425907,5.4085016,-0.01038471,-0.020158553,-0.0030543262,TONIC,adab55961344
1776053524090,1161749461329898,-8.180987,1.2569559,5.403713,-0.009773844,-0.020158553,-0.0061086523,TONIC,adab55961344
1776053524098,1161749469324742,-8.147469,1.3335704,5.3941364,-0.009162978,-0.02076942,-0.0036651916,TONIC,adab55961344
1776053524106,1161749477350278,-8.109161,1.3479356,5.4180784,-0.009773844,-0.02443461,-0.009162978,TONIC,adab55961344
1776053524114,1161749485348660,-8.123527,1.2904748,5.4899044,-0.004276057,-0.02443461,-0.017715093,TONIC,adab55961344
1776053524122,1161749493341349,-8.204929,1.2665327,5.518635,0.002443461,-0.019547688,-0.019547688,TONIC,adab55961344
1776053524130,1161749501337577,-8.305486,1.2593501,5.4779334,0.007330383,-0.020158553,-0.017104227,TONIC,adab55961344
1776053524138,1161749509332651,-8.379706,1.1707647,5.451597,0.01038471,-0.023823744,-0.014049901,TONIC,adab55961344
1776053524146,1161749517330187,-8.413225,1.115698,5.45878,0.010995574,-0.026267206,-0.009773844,TONIC,adab55961344
1776053524154,1161749525326800,-8.413225,1.0654198,5.449203,0.01160644,-0.027488936,-0.004886922,TONIC,adab55961344
1776053524162,1161749533320028,-8.37013,1.0893618,5.41329,0.01282817,-0.030543262,0.0030543262,TONIC,adab55961344
1776053524170,1161749541344948,-8.358158,1.0845734,5.422867,0.010995574,-0.027488936,0.007330383,TONIC,adab55961344
1776053524178,1161749549341252,-8.288726,1.1348516,5.4180784,0.009162978,-0.032375857,0.015882496,TONIC,adab55961344
1776053524186,1161749557336635,-8.238448,1.1827357,5.415684,0.005497787,-0.03604105,0.015882496,TONIC,adab55961344
1776053524194,1161749565331478,-8.200141,1.2210429,5.439626,0.002443461,-0.04153884,0.01160644,TONIC,adab55961344
1776053524202,1161749573329629,-8.149862,1.2354081,5.434838,0.0018325958,-0.03726278,0.014660766,TONIC,adab55961344
