epoch_ms,event_ts_ns,AX,AY,AZ,GX,GY,GZ,label,sessionID
1776916055842,94073906871730,0.91219085,0.36870706,9.651027,0.3481932,0.15515977,-0.058643065,TONIC,674b25daa336
1776916055865,94073926921779,0.9768343,0.25857377,9.634268,0.46181414,0.08307768,0.0036651916,TONIC,674b25daa336
1776916055893,94073946971828,0.91937345,0.22984336,9.512163,-0.5021312,-0.02687807,0.014660766,TONIC,674b25daa336
1776916055904,94073967052394,0.78529817,0.2753332,9.485827,-0.07452556,-0.02565634,0.043982297,TONIC,674b25daa336
1776916055930,94073987071925,0.78769237,0.11971009,9.725247,-0.1160644,-0.042760566,0.039095376,TONIC,674b25daa336
1776916055942,94074007152492,0.9816227,-0.062249243,9.947908,-0.11728613,-0.059864793,0.02565634,TONIC,674b25daa336
1776916055973,94074027172023,1.043872,0.28491,9.888053,-0.06841691,-0.06963864,0.039095376,TONIC,674b25daa336
1776916055990,94074047252589,0.93373865,0.35673606,9.840169,-0.111177474,-0.103847094,0.057421334,TONIC,674b25daa336
1776916056006,94074067333156,0.9672575,0.1436521,9.6845455,-0.22357668,-0.15882497,0.08552113,TONIC,674b25daa336
1776916056026,94074087383205,1.0031705,-0.031124622,9.662998,-0.23457226,-0.16982053,0.10140363,TONIC,674b25daa336
1776916056043,94074107433254,1.1324574,0.023942016,9.801862,-0.18936823,-0.15515977,0.119729586,TONIC,674b25daa336
1776916056072,94074127452785,1.079785,-0.009576807,9.696517,-0.13194689,-0.15149458,0.13927728,TONIC,674b25daa336
1776916056089,94074147533351,1.0606314,-0.33758244,9.598354,-0.16737708,-0.18325958,0.15271631,TONIC,674b25daa336
1776916056106,94074167583400,1.3359646,-0.21068975,9.514558,-0.2003638,-0.19425514,0.12705997,TONIC,674b25daa336
1776916056123,94074187602931,1.496376,-0.14604631,9.591172,-0.18570304,-0.17348573,0.11484267,TONIC,674b25daa336
1776916056143,94074207683498,1.2808979,-0.19632454,9.80665,-0.1563815,-0.15882497,0.11728613,TONIC,674b25daa336
1776916056173,94074227733546,1.2569559,-0.16280572,9.811439,-0.13927728,-0.19792034,0.11362094,TONIC,674b25daa336
1776916056190,94074247753078,1.448492,-0.34715924,9.720459,-0.16249016,-0.21135938,0.10629055,TONIC,674b25daa336
1776916056207,94074267864162,1.5801731,-0.29688102,9.737218,-0.16982053,-0.21746802,0.09773844,TONIC,674b25daa336
1776916056223,94074287944728,1.5394717,-0.34715924,9.514558,-0.15882497,-0.19792034,0.089186326,TONIC,674b25daa336
1776916056244,94074307964259,1.5514427,-0.49320555,9.593566,-0.15149458,-0.20158553,0.06841691,TONIC,674b25daa336
1776916056277,94074327983791,1.6472107,-0.48841715,9.68694,-0.040317107,-0.14294247,0.04520403,TONIC,674b25daa336
1776916056285,94074348033839,1.6112977,-0.2873042,9.562442,0.035430185,-0.112399206,0.017104227,TONIC,674b25daa336
1776916056317,94074368083888,1.7046716,-0.2825158,9.461885,0.029321533,-0.09407325,0.0,TONIC,674b25daa336
1776916056327,94074388103420,1.745373,-0.35913026,9.452309,0.0012217305,-0.08307768,-0.034208454,TONIC,674b25daa336
1776916056346,94074408122951,1.6017209,-0.50278234,9.488221,0.059864793,-0.02687807,-0.034208454,TONIC,674b25daa336
1776916056369,94074428142482,1.4269443,-0.29688102,9.710882,0.14905111,0.012217305,-0.04520403,TONIC,674b25daa336
1776916056385,94074448192531,1.448492,-0.06943185,9.610326,0.13805555,0.009773844,-0.05375614,TONIC,674b25daa336
1776916056408,94074468212062,1.4676456,-0.23463176,9.246407,0.04153884,-0.028099801,-0.029321533,TONIC,674b25daa336
1776916056424,94074488231593,1.5035586,-0.40462008,9.193734,-0.015882496,-0.03176499,-0.02687807,TONIC,674b25daa336
1776916056446,94074508281642,1.6017209,-0.29688102,9.631873,0.043982297,-0.004886922,-0.02076942,TONIC,674b25daa336
1776916056472,94074528331691,1.5658079,-0.15083471,9.713276,0.09162979,-0.009773844,-0.0036651916,TONIC,674b25daa336
1776916056488,94074548381740,1.4628572,-0.18914193,9.481039,0.04642576,-0.036651913,0.014660766,TONIC,674b25daa336
1776916056512,94074568431789,1.460463,-0.5650316,9.536105,-0.04642576,-0.06719518,0.017104227,TONIC,674b25daa336
1776916056524,94074588481838,1.4796166,-0.320823,9.569624,-0.037873644,-0.06841691,0.012217305,TONIC,674b25daa336
1776916056546,94074608531886,1.5562311,-0.320823,9.607931,-0.05009095,-0.07941248,0.035430185,TONIC,674b25daa336
1776916056572,94074628551418,1.5275006,-0.4429273,9.533711,-0.15515977,-0.13683382,0.02687807,TONIC,674b25daa336
1776916056589,94074648601466,1.5514427,-0.5434838,9.617508,-0.11728613,-0.118507855,0.07574729,TONIC,674b25daa336
1776916056605,94074668712550,1.553837,-0.4333505,9.476251,-0.1685988,-0.15149458,0.0720821,TONIC,674b25daa336
1776916056624,94074688762599,1.6352397,-0.272939,9.533711,-0.23945917,-0.17715092,0.09896017,TONIC,674b25daa336
1776916056646,94074708812648,1.5705963,-0.7469909,9.41879,-0.26389378,-0.1881465,0.12095132,TONIC,674b25daa336
1776916056675,94074728893214,1.6783354,-0.770933,9.169792,-0.25411993,-0.19181168,0.073303826,TONIC,674b25daa336
1776916056684,94074748973781,1.7741034,-0.3854665,9.006987,-0.24312437,-0.14782938,0.037873644,TONIC,674b25daa336
1776916056710,94074769023830,1.7046716,0.02873042,9.196129,-0.30909783,-0.10140363,0.018325957,TONIC,674b25daa336
1776916056726,94074789134914,1.7166426,-0.4429273,9.251195,-0.45081854,-0.10140363,0.02321288,TONIC,674b25daa336
1776916056758,94074809184963,1.8339585,-0.6631939,9.495404,-0.5375614,-0.058643065,0.0036651916,TONIC,674b25daa336
1776916056765,94074829204494,1.8387469,-1.2018893,9.854534,-0.48258355,-0.021991149,0.017104227,TONIC,674b25daa336
1776916056793,94074849285060,1.3239936,-1.3383588,9.504981,-0.34208453,-0.12217305,-0.02321288,TONIC,674b25daa336
1776916056806,94074869335109,2.0805612,-0.5434838,9.179369,-0.3359759,-0.07819075,-0.09896017,TONIC,674b25daa336
1776916056827,94074889446193,2.3175871,-0.51714754,9.368511,-0.37751472,-0.059864793,-0.015882496,TONIC,674b25daa336
1776916056862,94074909526759,1.7764976,-1.271321,9.794679,-0.4129449,-0.037873644,-0.008552114,TONIC,674b25daa336
1776916056868,94074929576808,1.9608512,-1.2090719,9.665392,-0.18325958,-0.05497787,0.035430185,TONIC,674b25daa336
